CRIMEID,REPORTDATE,LATITUDE,LONGITUDE,ADDRESS,WARD,NEARESTINTKEY,NEARESTINTSTREETNAME,location_quality,location_error_type,severity_score,total_fatalities,total_major_injuries,total_minor_injuries,total_injuries,has_pedestrian,has_bicyclist,has_speeding,has_fatality,has_major_injury
63542505056,2025-04-11 19:00:00+00:00,38.901335,-77.033916,832 15TH STREET NW,WARD 2,90dd85f57a902179ad4c2f066b190b19,I ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63542526152,2025-04-11 20:40:00+00:00,38.884101,-76.977523,1847 MASSACHUSETTS AVENUE SE,WARD 6,271431e620c170267ebcbd4f3625b7de,19TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63542621473,2025-04-11 23:08:00+00:00,38.906241,-77.039415,1717 RHODE ISLAND AVENUE NW,WARD 2,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63542636308,2025-04-11 22:30:00+00:00,38.90521,-77.035029,1156 15TH STREET NW,WARD 2,2969bbc06408ccc52bb761a59ad8b078,M ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63542657641,2025-04-11 22:23:00+00:00,38.857305,-76.978739,1812 ERIE STREET SE,WARD 8,f84421e563dd40a991ad306b60ddfd0c,18TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63542715983,2025-04-12 00:30:00+00:00,38.895012,-77.00351,190 D STREET NE,WARD 6,cba53ac0cf1e0a71d79872a840f7f4b9,2ND ST NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
63542762585,2025-04-11 07:00:00+00:00,38.920696,-77.014748,174 BRYANT STREET NW,WARD 5,20cf18df526297bb39318ecea9ab1d38,2ND ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
63542848893,2025-04-11 11:30:00+00:00,38.917764,-77.023943,"V STREET NW & FLORIDA AVENUE NW
WASHINGTON,",WARD 1,8d51c21a8958f4e17ef9eba54e5686a6,9TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63542909760,2025-04-11 20:30:00+00:00,38.901247,-76.943462,4201 MINNESOTA AVENUE NE,WARD 7,52b8f663045fece142efe1b2802b312f,HUNT PL NE,MEDIUM,BLOCKKEY_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63542937755,2025-04-12 00:45:00+00:00,38.886706,-77.012157,100 1ST STREET SW,WARD 2,d5dc2e089b7be3068e38a0dfb582b478,C ST SW,MEDIUM,BLOCKKEY_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543035383,2025-04-11 11:30:00+00:00,38.916366,-76.977611,1942 MONTANA AVENUE NE,WARD 5,6b223cba6fe29ab2d75e214ac4865324,17TH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543114171,2025-04-12 02:15:00+00:00,38.917,-77.030494,1314 U STREET NW,WARD 1,1c17f0b62ba1344e3cc10c41da9f6285,14TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543141963,2025-04-12 02:10:00+00:00,38.917762,-77.023128,802 V STREET NW,WARD 1,65697d5674a98f8b30a5571aec011ee8,8TH ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
63543165860,2025-04-11 04:00:00+00:00,38.822522,-77.000182,400 SOUTHERN AVENUE SE,WARD 8,be73dfcec76b5fc6c9985e0aab1fcd0c,6TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543178185,2025-04-12 01:30:00+00:00,38.963769,-77.000196,427 QUACKENBOS STREET NE,WARD 4,fab79ce4825f222a837f95028be57a7e,EASTERN AVE NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63543441766,2025-04-12 01:58:00+00:00,38.84746,-77.008922,"NAPIER AVENUE SW
WASHINGTON,",WARD 8,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543648195,2025-04-12 02:34:00+00:00,38.930297,-77.001379,391 MICHIGAN AVENUE NE,WARD 5,6d06c0065ace31c334b2ad76402adfa4,IRVING ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543704575,2025-04-12 02:00:00+00:00,38.928305,-77.022714,3001 GEORGIA AVENUE NW,WARD 1,f8b0ef8fbafe450a996cc4dddc7a3d98,COLUMBIA RD NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543709286,2025-04-11 14:55:00+00:00,38.937814,-77.032729,3801 14TH STREET NW,WARD 4,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543740129,2025-04-12 03:20:00+00:00,38.917318,-77.03138,2007 14TH STREET NW,WARD 1,1c17f0b62ba1344e3cc10c41da9f6285,U ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543905376,2025-04-11 21:36:00+00:00,38.947242,-77.036431,"16TH STREET NW & CRITTENDEN STREET NW
WASHINGTON,",WARD 4,936c5cc9465976bf335fc4b3658dfaf9,16TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63543946968,2025-04-12 04:40:00+00:00,38.875825,-76.968371,2901 NASH PLACE SE,WARD 7,76932af702446eaa1e137e56a4e561db,FAIRLAWN AVE SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63544057601,2025-04-12 04:56:00+00:00,38.915384,-77.020455,600 T STREET NW,WARD 2,b8c8dbb6854b54a1b6b12a0aa9b86238,FLORIDA AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63544388757,2025-04-12 04:00:00+00:00,38.948204,-76.989699,4826 SARGENT ROAD NE,WARD 5,1d1035057993dd2ba748a15ac85b0327,CRITTENDEN ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63544402807,2025-04-12 05:30:00+00:00,38.873564,-76.971651,2341 PENNSYLVANIA AVENUE SE,WARD 8,b251534b7b174c00827f4f5e88524152,L'ENFANT SQ SE,HIGH,NO_ERROR_FLAGGED,6.0,0.0,0.0,2.0,2.0,False,False,False,False,False
63544612408,2025-04-12 04:55:00+00:00,38.915572,-77.023178,1850B 8TH STREET NW,WARD 1,d672e9d678f4a665dfe5521716653ad3,T ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63545365206,2025-04-12 07:30:00+00:00,38.916997,-77.025117,930 U STREET NW,WARD 1,890a5844dca57698a2b29bb5e0cfc347,VERMONT AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63548541552,2025-04-12 07:45:00+00:00,38.914337,-77.017373,401 FLORIDA AVENUE NW,WARD 1,4421e1bacaaa2991b512f93ce3879874,4TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63548704979,2025-04-12 04:00:00+00:00,38.947662,-77.066272,4444 CONNECTICUT AVENUE NW,WARD 3,c1eb3d310353d96182473164da2d14fc,ALBEMARLE ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63548914375,2025-04-11 20:00:00+00:00,38.883831,-76.954554,3600 ELY PLACE SE,WARD 7,37292a674f74146051be1075a021edff,ANACOSTIA RD SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63548951833,2025-04-12 09:30:00+00:00,38.892998,-76.909582,304 EASTERN AVENUE NE,WARD 7,33df66a802baf590a8efa81a92b4fd69,SOUTHERN AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63548955094,2025-04-12 08:30:00+00:00,38.917055,-76.96086,3300 NEW YORK AVENUE NE,WARD 5,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63548959401,2025-04-12 08:18:00+00:00,38.848019,-77.005112,2822 2ND STREET SE,WARD 8,1a1a33fc2fc1f0e5f2e766015955e8e7,OAKWOOD ST SE,HIGH,NO_ERROR_FLAGGED,6.0,0.0,0.0,2.0,2.0,False,False,False,False,False
63549009637,2025-04-12 01:55:00+00:00,38.956564,-77.014787,5435 KANSAS AVENUE NW,WARD 4,d44e59f6f5b6e026db2e8c9da0783a3b,KENNEDY ST NW,HIGH,NO_ERROR_FLAGGED,10.0,0.0,1.0,0.0,1.0,True,False,False,False,True
63549110341,2025-04-12 10:25:00+00:00,38.914085,-77.018185,1740 NEW JERSEY AVENUE NW,WARD 2,8f8957f1c4537168b61f3805e7730425,S ST NW,MEDIUM,BLOCKKEY_ERROR,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63550273987,2025-04-12 10:30:00+00:00,38.907398,-77.008917,"NEW YORK AVENUE NE & NORTH CAPITOL STREET NE
WASHINGTON,",WARD 5,55f8763586b916dc226a8f7792aee3cb,NEW YORK AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63551059690,2025-04-11 13:24:00+00:00,38.91261,-77.051029,2301 MASSACHUSETTS AVENUE NW,WARD 2,36e8782e1d875893f8e1bbaa181b26d0,R ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63551061673,2025-04-11 17:19:00+00:00,38.862883,-77.000301,"INTERSTATE 295 INTERSTATE BN
WASHINGTON,",WARD 8,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63551205006,2025-04-12 10:50:00+00:00,38.883839,-77.012287,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63551761236,2025-04-12 11:45:00+00:00,38.946312,-77.078781,"TENLEY CIRCLE NW
WASHINGTON,",WARD 3,64574d26359f92081d737caeb20e4e7e,WISCONSIN AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63551871769,2025-04-05 10:30:00+00:00,38.892939,-76.942611,"42ND STREET NE & BENNING ROAD NE
WASHINGTON,",WARD 7,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63551938668,2025-04-12 11:27:00+00:00,38.891006,-77.032715,1400 CONSTITUTION AVENUE NW,WARD 2,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63551948465,2025-04-12 16:00:00+00:00,38.844582,-76.9972,3006 MARTIN LUTHER KING JR AVENUE SE,WARD 8,d507217c0b163192bdf6cd75d29c0dae,PARKLAND PL SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63552295535,2025-04-12 12:23:00+00:00,38.96522,-77.003235,6200 NEW HAMPSHIRE AVENUE NE,WARD 4,58a5cbc235ae56fc5d25e0d6012e6243,RITTENHOUSE ST NE,HIGH,NO_ERROR_FLAGGED,6.0,0.0,0.0,2.0,2.0,False,False,False,False,False
63552418565,2025-04-11 21:21:00+00:00,38.964682,-77.074644,5545 CONNECTICUT AVENUE NW,WARD 3,9d32577f5a1351bda147aed43b1c6773,MCKINLEY ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63552641503,2025-04-12 00:00:00+00:00,38.930277,-77.08438,4300 CATHEDRAL AVENUE NW,WARD 3,9e38c32f1d63c0193a59a668104852a3,NEW MEXICO AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63552652118,2025-04-11 18:00:00+00:00,38.93248,-77.077364,3915 MASSACHUSETTS AVENUE NW,WARD 3,eabcda7ae26b81bd48c7c1d9cb5ca5bd,39TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63552904035,2025-04-12 04:00:00+00:00,38.892998,-76.909582,304 EASTERN AVENUE NE,WARD 7,33df66a802baf590a8efa81a92b4fd69,SOUTHERN AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63553024988,2025-04-12 16:00:00+00:00,38.940668,-77.052303,"TILDEN STREET NW
WASHINGTON,",WARD 3,6ecfb9312e2e722ceaeebb74fb224eef,SHOEMAKER ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63553053769,2025-04-12 16:35:00+00:00,38.8955,-77.031673,"PENNSYLVANIA AVENUE NW
WASHINGTON,",WARD 2,830cc401d1585e7f4263de81acbec325,14TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63553122561,2025-04-12 16:30:00+00:00,38.908778,-77.032121,1400 14TH STREET NW,WARD 2,da71c49f15e7dee01794bd68040916e4,RHODE ISLAND AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63553447139,2025-04-12 07:30:00+00:00,38.832593,-76.98865,4301 WHEELER ROAD SE,WARD 8,792a7075b12024242103c13e76365b59,BELLEVUE ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63553676943,2024-09-26 04:02:00+00:00,38.843849,-76.97288,2110 MISSISSIPPI AVENUE SE,WARD 8,bdd375e5a16e562c11f789239c5e96da,SOUTHERN AVE SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63553715524,2025-04-12 06:44:00+00:00,38.913314,-77.047124,"FLORIDA AVENUE NW & DECATUR PLACE NW
WASHINGTON,",WARD 2,4e5340cfcea7108b89fb04e3e13b3264,DECATUR PL NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63554210062,2025-04-12 04:00:00+00:00,38.924285,-76.964622,2520 SOUTH DAKOTA AVENUE NE,WARD 5,e69a631977b6678db6c68a801756e255,31ST ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63554403272,2025-04-12 21:07:00+00:00,38.876674,-77.00494,110 M STREET SE,WARD 6,e851d7bbe72632e7b8a4dc8ac00adb1f,NEW JERSEY AVE SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63554586807,2025-04-10 16:15:00+00:00,38.882839,-76.986179,1350 E STREET SE,WARD 6,dface2abb082247a86c0442f2b15d4fc,14TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63554854560,2025-04-12 23:31:00+00:00,38.983834,-77.026285,7801 GEORGIA AVENUE NW,WARD 4,00874b1fa6f8ea85c52b6b93e6847596,KALMIA RD NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555094713,2025-04-13 02:30:00+00:00,38.913343,-77.009348,1726 NORTH CAPITOL STREET NW,WARD 5,ff6834652eac867d2207268d1d07de75,RANDOLPH PL NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555278404,2025-04-12 23:28:00+00:00,38.870959,-77.010653,1535 HALF STREET SW,WARD 6,6607297320465773c22721c301f01df7,Q ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555302907,2025-04-12 21:40:00+00:00,38.946139,-77.007196,36 HAWAII AVENUE NE,WARD 5,cc60300233f360e7ab14387780e8f873,ROCK CREEK CHURCH RD NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555474606,2025-04-12 19:00:00+00:00,38.930463,-77.032213,3241 14TH STREET NW,WARD 1,753788b3247a705c07f28aa22372fbab,14TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555544351,2025-04-13 01:34:00+00:00,38.872034,-77.010904,1421 HALF STREET SW,WARD 6,335c1708fcecfeb32fa611834e428c95,P ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555583302,2025-04-13 00:45:00+00:00,38.903683,-77.015481,1035 4TH STREET NW,WARD 6,41c402652f4ed7aa5d029f700b477da1,L ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555624276,2025-04-13 01:40:00+00:00,38.871339,-77.012921,129 Q STREET SW,WARD 6,c0d6d01d14210287f8fef7f50fd4a15e,2ND ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555714153,2025-04-13 02:28:00+00:00,38.920059,-76.957567,"SOUTH DAKOTA AVENUE NE & 33RD PLACE NE
WASHINGTON,",WARD 5,2324afe169a1c2bd794980952618092f,33RD PL NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63555803699,2025-04-13 02:30:00+00:00,38.879569,-76.981007,811 17TH STREET SE,WARD 6,d102f9f33c04da86265f48ffb50a2367,BARNEY CIR SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63556133682,2025-04-13 03:02:00+00:00,38.872034,-77.010904,1421 HALF STREET SW,WARD 6,335c1708fcecfeb32fa611834e428c95,P ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63556150391,2025-04-08 20:42:00+00:00,38.930055,-76.957968,3043 BLADENSBURG ROAD NE,WARD 5,e3f8d23a42205436d03f52fb201d7b4c,RIVES STATION RD NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63556255215,2025-04-12 15:30:00+00:00,38.84555,-76.97948,3401 STANTON ROAD SE,WARD 8,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,6.0,0.0,0.0,2.0,2.0,False,False,False,False,False
63556439859,2025-04-13 03:14:00+00:00,38.901051,-76.929157,5009 HUNT STREET NE,WARD 7,87aa5207f554bdb46f7e5a2ca43591e6,50TH PL NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63556651966,2025-04-13 05:20:00+00:00,38.916614,-76.963551,"SPRINGHOUSE ROAD NE
WASHINGTON,",WARD 5,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63556677057,2025-04-13 02:00:00+00:00,38.868444,-76.988179,1750 MARTIN LUTHER KING JR AVENUE SE,WARD 8,9cac1e345180317440391973b261040b,11TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63556894043,2025-04-13 06:10:00+00:00,38.90275,-77.025986,1001 K STREET NW,WARD 2,0767042ced621609ea08449be35aeba7,MASSACHUSETTS AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,True,False,False,False
63557102413,2025-04-13 04:10:00+00:00,38.88983,-76.948636,3946 EAST CAPITOL STREET NE,WARD 7,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,6.0,0.0,0.0,2.0,2.0,False,False,True,False,False
63558138050,2025-04-13 06:30:00+00:00,38.894693,-77.025068,935 PENNSYLVANIA AVENUE NW,WARD 2,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63558145620,2025-04-13 05:40:00+00:00,38.914089,-77.029386,1235 S STREET NW,WARD 1,19aaa235da5d8d212dfa516b07b0df1b,RIGGS ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63558154630,2025-04-13 04:00:00+00:00,38.893157,-76.950281,3847 MINNESOTA AVENUE NE,WARD 7,e65cecf30a2e03b26711d90716ea43ce,BLAINE ST NE,MEDIUM,BLOCKKEY_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63558182663,2025-04-13 06:02:00+00:00,38.898131,-77.02808,620 12TH STREET NW,WARD 2,5dd2e7f6e9ed920c2f1a14d3b8bae4fb,G ST NW,MEDIUM,BLOCKKEY_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63558213983,2025-04-13 02:16:00+00:00,38.919159,-77.020116,520 W STREET NW,WARD 1,77955991e81448a115280036a49930db,5TH ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
63559626199,2025-04-13 03:30:00+00:00,38.90964,-77.009309,1500 NORTH CAPITOL STREET NW,WARD 5,5e611998d1935f1ba9666c6ae6b52ee9,P ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63559769711,2025-04-13 03:31:00+00:00,38.916997,-77.032469,1410 U STREET NW,WARD 2,1c17f0b62ba1344e3cc10c41da9f6285,U ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63560600489,2025-04-13 02:20:00+00:00,38.913351,-77.031739,1733 14TH STREET NW,WARD 2,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
63561540217,2025-04-13 08:00:00+00:00,38.905865,-76.939462,1155 KENILWORTH AVENUE NE,WARD 7,ab7afc089b8192a7aa1f1fb865463256,NASH ST NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63561540796,2025-04-13 06:00:00+00:00,38.919041,-77.036828,1616 BEEKMAN PLACE NW,WARD 1,453d627ce5d3d73fb73ab8d5b92e0b8d,BEEKMAN PL NW,MEDIUM,BLOCKKEY_ERROR,13.0,0.0,1.0,1.0,2.0,False,False,False,False,True
63561561177,2025-04-13 05:20:00+00:00,38.895979,-77.043466,"E STREET NW & 19TH STREET NW
WASHINGTON,",WARD 2,24a290cc013885c02a4ad28c25a7679d,19TH ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63561714381,2025-04-13 08:00:00+00:00,38.843498,-77.009005,26 WESTOVER AVENUE SW,WARD 8,92545f84632d5e83e579bf4d859b6dad,DINGER ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63561719557,2025-04-13 05:09:00+00:00,38.867321,-76.990504,"INTERSTATE 295 INTERSTATE BN
WASHINGTON,",WARD 8,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63562014710,2025-04-11 15:30:00+00:00,38.91059,-77.009663,1538 NORTH CAPITOL STREET NW,WARD 5,879314a7991a6047f34407e379ba1e9e,FLORIDA AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63564020513,2025-04-13 11:37:00+00:00,38.955355,-77.007324,42 RIGGS ROAD NE,WARD 4,9905ba76942a98c4d4cd55a4cd3992dc,1ST ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63564623859,2025-04-13 11:30:00+00:00,38.899854,-77.05143,800 24TH STREET NW,WARD 2,2d8c2b6a9019db32f1b39016417bc517,H ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63564631388,2025-04-13 11:37:00+00:00,38.962701,-77.024207,"PEABODY STREET NW & 8TH STREET NW
WASHINGTON,",WARD 4,e9a441803872f9c6b329f97bee4dde44,8TH ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63564729145,2025-04-11 12:16:00+00:00,38.838029,-76.997365,601 MISSISSIPPI AVENUE SE,WARD 8,740e98063a633621e894465813c10f1b,7TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63565381462,2025-04-13 12:45:00+00:00,38.905244,-77.06709,3329 M STREET NW,WARD 2,5f8b066032ed304acc189685749b0848,33RD ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63565704647,2025-04-06 04:47:00+00:00,38.90264,-77.031665,1375 K STREET NW,WARD 2,145a0ebe84fccceb275b3c1c05f87c41,K ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
63565750508,2025-04-13 05:00:00+00:00,38.901126,-76.985095,1108 HOLBROOK STREET NE,WARD 5,3a069c7002d700591c0e062ecca368e9,MORSE ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63565865742,2025-04-13 14:06:00+00:00,38.892998,-76.909582,304 EASTERN AVENUE NE,WARD 7,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
63566045080,2025-04-13 16:10:00+00:00,38.912608,-77.031698,1701 14TH STREET NW,WARD 2,977e2ff0363caf483470e893a1424438,14TH ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
63566048198,2025-04-13 14:35:00+00:00,38.876461,-77.01709,332 M STREET SW,WARD 6,dbd0cf0fecee98bb187bfa563287192f,4TH ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63566207252,2025-04-12 06:00:00+00:00,38.965541,-77.020118,6212 5TH STREET NW,WARD 4,23e970dc8c9d8a9b06a72b0a3e19df89,ROXBORO PL NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63566263488,2025-04-13 15:09:00+00:00,38.903441,-77.053303,2500 PENNSYLVANIA AVENUE NW,WARD 2,52ceef85902e78cf95a648d43de778ff,26TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
63566551827,2025-04-13 16:11:00+00:00,38.845089,-76.99761,2931 MARTIN LUTHER KING JR AVENUE SE,WARD 8,a2a986a5691a93bfabb3cac21ba5cb7c,MALCOLM X AVE SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
